#,WMO306CD_efrs,QualityFlagSysURL_efrs,Path_e,Name_e,Definition_e,Path_f,Name_f,Definition_f,Path_s,Name_s,Definition_s,Path_r,Name_r,Definition_r
348,NA,,>WIGOS>GOS>OceanSITES>OS-IMARPE,OS-IMARPE,NA,>WIGOS>SMO>OceanSITES>OS-IMARPE,OS-IMARPE,s.o.,>WIGOS>SMO>OceanSITES>OS-IMARPE,OS-IMARPE,NA,>ИГСНВ>ГСН>OceanSITES>OS-IMARPE,OS-IMARPE,NA
349,NA,,>WIGOS>GOS>OceanSITES>OS-INSTITUTE OF MARINE RESEARCH,OS-INSTITUTE OF MARINE RESEARCH,NA,>WIGOS>SMO>OceanSITES>OS-INSTITUTE OF MARINE RESEARCH,OS-INSTITUTE OF MARINE RESEARCH,s.o.,>WIGOS>SMO>OceanSITES>OS-INSTITUTO DE INVESTIGACIÓN MARINA,OS-INSTITUTO DE INVESTIGACIÓN MARINA,NA,>ИГСНВ>ГСН>OceanSITES> OS-ИНСТИТУТ МОРСКИХ ИССЛЕДОВАНИЙ,OS-ИНСТИТУТ МОРСКИХ ИССЛЕДОВАНИЙ,NA
350,NA,,>WIGOS>GOS>OceanSITES>OS-IO-NTU,OS-IO-NTU,NA,>WIGOS>SMO>OceanSITES>OS-IO-NTU,OS-IO-NTU,s.o.,>WIGOS>SMO>OceanSITES>OS-IO-NTU,OS-IO-NTU,NA,>ИГСНВ>ГСН>OceanSITES>OS-IO-NTU,OS-IO-NTU,NA
351,NA,,>WIGOS>GOS>OceanSITES>OS-IO-WARNEMUENDE,OS-IO-WARNEMUENDE,NA,>WIGOS>SMO>OceanSITES>OS-IO-WARNEMUENDE,OS-IO-WARNEMUENDE,s.o.,>WIGOS>SMO>OceanSITES>OS-IO-WARNEMUENDE,OS-IO-WARNEMUENDE,NA,>ИГСНВ>ГСН>OceanSITES>OS-IO-WARNEMUENDE,OS-IO-WARNEMUENDE,NA
352,NA,,>WIGOS>GOS>OceanSITES>OS-IRD,OS-IRD,NA,>WIGOS>SMO>OceanSITES>OS-IRD,OS-IRD,s.o.,>WIGOS>SMO>OceanSITES>OS-IRD,OS-IRD,NA,>ИГСНВ>ГСН>OceanSITES>OS-IRD,OS-IRD,NA
353,NA,,>WIGOS>GOS>OceanSITES>OS-JAMSTEC,OS-JAMSTEC,NA,>WIGOS>SMO>OceanSITES>OS-JAMSTEC,OS-JAMSTEC,s.o.,>WIGOS>SMO>OceanSITES>OS-JAMSTEC,OS-JAMSTEC,NA,>ИГСНВ>ГСН>OceanSITES>OS-JAMSTEC,OS-JAMSTEC,NA
354,NA,,>WIGOS>GOS>OceanSITES>OS-KIOST,OS-KIOST,NA,>WIGOS>SMO>OceanSITES>OS-KIOST,OS-KIOST,s.o.,>WIGOS>SMO>OceanSITES>OS-KIOST,OS-KIOST,NA,>ИГСНВ>ГСН>OceanSITES>OS-KIOST,OS-KIOST,NA
355,NA,,>WIGOS>GOS>OceanSITES>OS-LDEO,OS-LDEO,NA,>WIGOS>SMO>OceanSITES>OS-LDEO,OS-LDEO,s.o.,>WIGOS>SMO>OceanSITES>OS-LDEO,OS-LDEO,NA,>ИГСНВ>ГСН>OceanSITES>OS-LDEO,OS-LDEO,NA
356,NA,,>WIGOS>GOS>OceanSITES>OS-MARUM,OS-MARUM,NA,>WIGOS>SMO>OceanSITES>OS-MARUM,OS-MARUM,s.o.,>WIGOS>SMO>OceanSITES>OS-MARUM,OS-MARUM,NA,>ИГСНВ>ГСН>OceanSITES>OS-MARUM,OS-MARUM,NA
357,NA,,>WIGOS>GOS>OceanSITES>OS-MBARI,OS-MBARI,NA,>WIGOS>SMO>OceanSITES>OS-MBARI,OS-MBARI,s.o.,>WIGOS>SMO>OceanSITES>OS-MBARI,OS-MBARI,NA,>ИГСНВ>ГСН>OceanSITES>OS-MBARI,OS-MBARI,NA
358,NA,,>WIGOS>GOS>OceanSITES>OS-NIO,OS-NIO,NA,>WIGOS>SMO>OceanSITES>OS-NIO,OS-NIO,s.o.,>WIGOS>SMO>OceanSITES>OS-NIO,OS-NIO,NA,>ИГСНВ>ГСН>OceanSITES>OS-NIO,OS-NIO,NA
359,NA,,>WIGOS>GOS>OceanSITES>OS-NIOT,OS-NIOT,NA,>WIGOS>SMO>OceanSITES>OS-NIOT,OS-NIOT,s.o.,>WIGOS>SMO>OceanSITES>OS-NIOT,OS-NIOT,NA,>ИГСНВ>ГСН>OceanSITES>OS-NIOT,OS-NIOT,NA
360,NA,,>WIGOS>GOS>OceanSITES>OS-NIWA,OS-NIWA,NA,>WIGOS>SMO>OceanSITES>OS-NIWA,OS-NIWA,s.o.,>WIGOS>SMO>OceanSITES>OS-NIWA,OS-NIWA,NA,>ИГСНВ>ГСН>OceanSITES>OS-NIWA,OS-NIWA,NA
361,NA,,>WIGOS>GOS>OceanSITES>OS-NOAA/AOML,OS-NOAA/AOML,NA,>WIGOS>SMO>OceanSITES>OS-NOAA/AOML,OS-NOAA/AOML,s.o.,>WIGOS>SMO>OceanSITES>OS-NOAA/AOML,OS-NOAA/AOML,NA,>ИГСНВ>ГСН>OceanSITES>OS-NOAA/AOML,OS-NOAA/AOML,NA
362,NA,,>WIGOS>GOS>OceanSITES>OS-NOAA/PMEL,OS-NOAA/PMEL,NA,>WIGOS>SMO>OceanSITES>OS-NOAA/PMEL,OS-NOAA/PMEL,s.o.,>WIGOS>SMO>OceanSITES>OS-NOAA/PMEL,OS-NOAA/PMEL,NA,>ИГСНВ>ГСН>OceanSITES>OS-NOAA/PMEL,OS-NOAA/PMEL,NA
363,NA,,>WIGOS>GOS>OceanSITES>OS-NOC,OS-NOC,NA,>WIGOS>SMO>OceanSITES>OS-NOC,OS-NOC,s.o.,>WIGOS>SMO>OceanSITES>OS-CON,OS-CON,NA,>ИГСНВ>ГСН>OceanSITES>OS-NOC,OS-NOC,NA
364,NA,,>WIGOS>GOS>OceanSITES>OS-OGS,OS-OGS,NA,>WIGOS>SMO>OceanSITES>OS-OGS,OS-OGS,s.o.,>WIGOS>SMO>OceanSITES>OS-OGS,OS-OGS,NA,>ИГСНВ>ГСН>OceanSITES>OS-OGS,OS-OGS,NA
365,NA,,>WIGOS>GOS>OceanSITES>OS-ROYAL NETHERLANDS INSTITUTE FOR SEA RESEARCH (NIOZ),OS-ROYAL NETHERLANDS INSTITUTE FOR SEA RESEARCH (NIOZ),NA,>WIGOS>SMO>OceanSITES>OS-ROYAL NETHERLANDS INSTITUTE FOR SEA RESEARCH (NIOZ),OS-ROYAL NETHERLANDS INSTITUTE FOR SEA RESEARCH (NIOZ),s.o.,>WIGOS>SMO>OceanSITES>OS- REAL INSTITUTO HOLANDÉS PARA LA INVESTIGACIÓN MARINA (NIOZ),OS-REAL INSTITUTO HOLANDÉS PARA LA INVESTIGACIÓN MARINA (NIOZ),NA,>ИГСНВ>ГСН>OceanSITES> OS-КОРОЛЕВСКИЙ ГОЛЛАНДСКИЙ ИНСТИТУТ МОРСКИХ ИССЛЕДОВАНИЙ (ГИМИ),OS-КОРОЛЕВСКИЙ ГОЛЛАНДСКИЙ ИНСТИТУТ МОРСКИХ ИССЛЕДОВАНИЙ (ГИМИ),NA
366,NA,,>WIGOS>GOS>OceanSITES>OS-SIO,OS-SIO,NA,>WIGOS>SMO>OceanSITES>OS-SIO,OS-SIO,s.o.,>WIGOS>SMO>OceanSITES>OS-SIO,OS-SIO,NA,>ИГСНВ>ГСН>OceanSITES>OS-SIO,OS-SIO,NA
367,NA,,>WIGOS>GOS>OceanSITES>OS-SNU,OS-SNU,NA,>WIGOS>SMO>OceanSITES>OS-SNU,OS-SNU,s.o.,>WIGOS>SMO>OceanSITES>OS-SNU,OS-SNU,NA,>ИГСНВ>ГСН>OceanSITES>OS-SNU,OS-SNU,NA
368,NA,,>WIGOS>GOS>OceanSITES>OS-SOA,OS-SOA,NA,>WIGOS>SMO>OceanSITES>OS-SOA,OS-SOA,s.o.,>WIGOS>SMO>OceanSITES>OS-SOA,OS-SOA,NA,>ИГСНВ>ГСН>OceanSITES>OS-SOA,OS-SOA,NA
369,NA,,>WIGOS>GOS>OceanSITES>OS-UN_HAWAII_MANOA,OS-UN_HAWAII_MANOA,NA,>WIGOS>SMO>OceanSITES>OS-UN_HAWAII_MANOA,OS-UN_HAWAII_MANOA,s.o.,>WIGOS>SMO>OceanSITES>OS-UN_HAWAII_MANOA,OS-UN_HAWAII_MANOA,NA,>ИГСНВ>ГСН>OceanSITES>OS-UN_HAWAII_MANOA,OS-UN_HAWAII_MANOA,NA
370,NA,,>WIGOS>GOS>OceanSITES>OS-UN_MIAMI,OS-UN_MIAMI,NA,>WIGOS>SMO>OceanSITES>OS-UN_MIAMI,OS-UN_MIAMI,s.o.,>WIGOS>SMO>OceanSITES>OS-UN_MIAMI,OS-UN_MIAMI,NA,>ИГСНВ>ГСН>OceanSITES>OS-UN_MIAMI,OS-UN_MIAMI,NA
371,NA,,>WIGOS>GOS>OceanSITES>OS-USP,OS-USP,NA,>WIGOS>SMO>OceanSITES>OS-USP,OS-USP,s.o.,>WIGOS>SMO>OceanSITES>OS-USP,OS-USP,NA,>ИГСНВ>ГСН>OceanSITES>OS-USP,OS-USP,NA
372,NA,,>WIGOS>GOS>OceanSITES>OS-UW,OS-UW,NA,>WIGOS>SMO>OceanSITES>OS-UW,OS-UW,s.o.,>WIGOS>SMO>OceanSITES>OS-UW,OS-UW,NA,>ИГСНВ>ГСН>OceanSITES>OS-UW,OS-UW,NA
373,NA,,>WIGOS>GOS>OceanSITES>OS-WHOI,OS-WHOI,NA,>WIGOS>SMO>OceanSITES>OS-WHOI,OS-WHOI,s.o.,>WIGOS>SMO>OceanSITES>OS-WHOI,OS-WHOI,NA,>ИГСНВ>ГСН>OceanSITES>OS-WHOI,OS-WHOI,NA
374,NA,,>WIGOS>GOS>OceanSITES>OS-WHOI/SIO/OSU,OS-WHOI/SIO/OSU,NA,>WIGOS>SMO>OceanSITES>OS-WHOI/SIO/OSU,OS-WHOI/SIO/OSU,s.o.,>WIGOS>SMO>OceanSITES>OS-WHOI/SIO/OSU,OS-WHOI/SIO/OSU,NA,>ИГСНВ>ГСН>OceanSITES>OS-WHOI/SIO/OSU,OS-WHOI/SIO/OSU,NA
65,whos,,>WIGOS>WHOS,WHOS,NA,>WIGOS>WHOS,WHOS,s.o.,>WIGOS>Sistema de observación hidrológica de la OMM,Sistema de observación hidrológica de la OMM,NA,>ИГСНВ>СГНВ,СГНВ,NA
67,whycos,,>WIGOS>WHOS>WHYCOS,WHYCOS,NA,>WIGOS>WHOS>WHYCOS,WHYCOS,s.o.,>WIGOS>WHOS>WHYCOS,WHYCOS,NA,>ИГСНВ>СГНВ>ВСНГЦ,ВСНГЦ,NA
